,tripid,shipperid,categoryid,customer,shipdate,origincity,originstate,shipdays,destinationcity,destinationstate,deliverydate,totalmiles,loadedmiles,shippingcost,revenue,capacity,triptype,checkpoints,newshipdate,newdeliverydate,month,day,profit,datediff,revenue running totel,cost running totel
94,10095,1,4,roundphase,23-01-2016,Dayton,OH,9,Elgin,IL,01-02-2016,1170,444,4594,3406,61,International,10,2016-01-23,2016-02-01,1,23,-1188,9 days,692049,605263
706,10707,2,6,Solostreet,24-01-2016,Elgin,IL,4,Cincinnati,OH,25-01-2016,202,202,380,792,96,Domestic,8,2016-01-24,2016-01-25,1,24,412,1 days,692841,605643
1189,11190,3,2,Howtaxon,24-01-2016,Davenport,IA,8,Appleton,WI,31-01-2016,814,695,7739,8360,64,International,4,2016-01-24,2016-01-31,1,24,621,7 days,701201,613382
173,10174,1,5,Zumcane,24-01-2016,Monon,IN,4,Lansing,MI,28-01-2016,392,392,7024,7175,78,Domestic,3,2016-01-24,2016-01-28,1,24,151,4 days,708376,620406
351,10352,1,4,nimlab,24-01-2016,Elgin,IL,3,Cincinnati,OH,27-01-2016,571,339,6023,3448,77,Domestic,6,2016-01-24,2016-01-27,1,24,-2575,3 days,711824,626429
1797,11798,2,1,tampquote,24-01-2016,Lansing,MI,1,Dayton,OH,25-01-2016,842,566,1191,5663,60,Domestic,7,2016-01-24,2016-01-25,1,24,4472,1 days,717487,627620
1502,11503,2,4,hottaxon,24-01-2016,Northbrook,IL,3,Naperville,IL,27-01-2016,1131,627,6380,3873,75,Domestic,3,2016-01-24,2016-01-27,1,24,-2507,3 days,721360,634000
1309,11310,3,2,Matsanice,24-01-2016,Green Bay,WI,10,Joliet,IL,03-02-2016,359,359,2431,2898,83,International,8,2016-01-24,2016-02-03,1,24,467,10 days,724258,636431
296,10297,2,7,Subdrill,24-01-2016,Northbrook,IL,3,Naperville,IL,27-01-2016,906,546,5843,6388,90,Domestic,10,2016-01-24,2016-01-27,1,24,545,3 days,730646,642274
763,10764,2,6,Mediaware,24-01-2016,Appleton,WI,1,Grand Rapids,MI,25-01-2016,686,650,8272,8527,62,Intercom,2,2016-01-24,2016-01-25,1,24,255,1 days,739173,650546
456,10457,2,4,Zerlane,24-01-2016,Green Bay,WI,4,Joliet,IL,28-01-2016,672,376,3644,1560,84,Domestic,4,2016-01-24,2016-01-28,1,24,-2084,4 days,740733,654190
1641,11642,3,5,Faxron,24-01-2016,Rockford,IL,8,Green Bay,WI,21-03-2016,790,501,7970,8413,89,International,1,2016-01-24,2016-03-21,1,24,443,57 days,749146,662160
1310,11311,3,5,Ronplanet,25-01-2016,Naperville,IL,7,Indianapolis,IN,01-02-2016,578,578,983,1927,90,International,3,2016-01-25,2016-02-01,1,25,944,7 days,751073,663143
879,10880,1,2,Iselectrics,25-01-2016,Bangor,MI,6,Davenport,IA,29-01-2016,936,237,7156,7730,85,International,5,2016-01-25,2016-01-29,1,25,574,4 days,758803,670299
1717,11718,2,3,Saltfan,25-01-2016,Northbrook,IL,2,Naperville,IL,27-01-2016,753,753,6291,6399,96,Domestic,3,2016-01-25,2016-01-27,1,25,108,2 days,765202,676590
1566,11567,2,3,Dongbiolex,25-01-2016,Davenport,IA,3,Appleton,WI,28-01-2016,518,452,3772,4508,82,Domestic,8,2016-01-25,2016-01-28,1,25,736,3 days,769710,680362
1238,11239,3,1,Sanlab,25-01-2016,Northbrook,IL,10,Naperville,IL,21-03-2016,744,287,307,4599,75,International,4,2016-01-25,2016-03-21,1,25,4292,56 days,774309,680669
437,10438,1,6,Warelane,25-01-2016,Rockford,IL,5,Green Bay,WI,21-03-2016,929,224,5997,6181,60,International,6,2016-01-25,2016-03-21,1,25,184,56 days,780490,686666
141,10142,2,5,Faxotfind,25-01-2016,Elgin,IL,2,Cincinnati,OH,27-01-2016,753,628,1233,1748,86,Domestic,7,2016-01-25,2016-01-27,1,25,515,2 days,782238,687899
423,10424,2,5,Joyancom,25-01-2016,Kalamazoo,MI,7,Bangor,MI,31-01-2016,487,426,2111,2450,63,International,3,2016-01-25,2016-01-31,1,25,339,6 days,784688,690010
103,10104,2,6,Streetplus,25-01-2016,Milwaukee,WI,1,Springfield,IL,26-01-2016,787,539,976,1431,86,Domestic,7,2016-01-25,2016-01-26,1,25,455,1 days,786119,690986
486,10487,1,8,D-quadlux,25-01-2016,Bangor,MI,1,Davenport,IA,26-01-2016,1036,476,1973,2570,77,Domestic,7,2016-01-25,2016-01-26,1,25,597,1 days,788689,692959
1596,11597,2,2,Quotefix,25-01-2016,Naperville,IL,1,Indianapolis,IN,27-01-2016,496,496,3520,4402,56,Domestic,5,2016-01-25,2016-01-27,1,25,882,2 days,793091,696479
1026,11027,3,5,Kantone,26-01-2016,Appleton,WI,2,Grand Rapids,MI,28-01-2016,1197,628,5634,6475,70,Domestic,6,2016-01-26,2016-01-28,1,26,841,2 days,799566,702113
909,10910,1,5,scotquote,26-01-2016,Springfield,IL,10,Skokie,IL,05-02-2016,1086,417,3793,3937,62,International,10,2016-01-26,2016-02-05,1,26,144,10 days,803503,705906
920,10921,3,4,Zerfax,26-01-2016,Rockford,IL,1,Green Bay,WI,27-01-2016,354,240,2661,650,66,Domestic,6,2016-01-26,2016-01-27,1,26,-2011,1 days,804153,708567
1473,11474,2,2,tinron,26-01-2016,Skokie,IL,8,Chicago,IL,03-02-2016,1195,798,8303,8437,61,International,6,2016-01-26,2016-02-03,1,26,134,8 days,812590,716870
1691,11692,2,6,Fasezoomfix,26-01-2016,Springfield,IL,1,Skokie,IL,27-01-2016,835,724,4951,5165,69,Intercom,4,2016-01-26,2016-01-27,1,26,214,1 days,817755,721821
560,10561,1,4,Blue-tech,26-01-2016,Joliet,IL,9,Madison,WI,04-02-2016,1046,572,6916,5265,58,International,10,2016-01-26,2016-02-04,1,26,-1651,9 days,823020,728737
981,10982,3,6,Ranmedia,26-01-2016,Rockford,IL,10,Green Bay,WI,21-03-2016,486,441,3385,3826,75,International,9,2016-01-26,2016-03-21,1,26,441,55 days,826846,732122
1245,11246,3,5,Zoodrill,26-01-2016,Naperville,IL,2,Indianapolis,IN,27-01-2016,410,410,3532,4469,83,Domestic,6,2016-01-26,2016-01-27,1,26,937,1 days,831315,735654
575,10576,1,5,Donware,27-01-2016,Davenport,IA,1,Appleton,WI,28-01-2016,1003,621,7184,7988,51,Domestic,1,2016-01-27,2016-01-28,1,27,804,1 days,839303,742838
809,10810,2,6,ganz-is,27-01-2016,Toledo,OH,1,Detriot,MI,28-01-2016,1145,318,3311,3714,86,Domestic,9,2016-01-27,2016-01-28,1,27,403,1 days,843017,746149
1046,11047,2,2,Lexidom,27-01-2016,Appleton,WI,2,Grand Rapids,MI,29-01-2016,521,415,5416,6096,68,Domestic,9,2016-01-27,2016-01-29,1,27,680,2 days,849113,751565
1330,11331,2,2,Y-flex,27-01-2016,Green Bay,WI,3,Joliet,IL,30-01-2016,909,723,1028,1927,65,Domestic,9,2016-01-27,2016-01-30,1,27,899,3 days,851040,752593
681,10682,1,7,Beta-ron,27-01-2016,Toledo,OH,3,Detriot,MI,30-01-2016,328,328,5351,5616,82,Domestic,3,2016-01-27,2016-01-30,1,27,265,3 days,856656,757944
925,10926,2,2,Whitefan,27-01-2016,Lansing,MI,1,Dayton,OH,28-01-2016,1145,429,4147,4614,97,Domestic,5,2016-01-27,2016-01-28,1,27,467,1 days,861270,762091
633,10634,1,5,dripkix,27-01-2016,Rockford,IL,6,Green Bay,WI,02-02-2016,966,790,5938,6216,52,International,10,2016-01-27,2016-02-02,1,27,278,6 days,867486,768029
62,10063,2,4,Kincorporation,28-01-2016,Milwaukee,WI,7,Springfield,IL,21-03-2016,239,239,2315,581,58,International,6,2016-01-28,2016-03-21,1,28,-1734,53 days,868067,770344
1786,11787,2,6,Howtaxon,28-01-2016,Gary,IN,4,Milwaukee,WI,01-02-2016,796,664,6271,6537,79,Domestic,6,2016-01-28,2016-02-01,1,28,266,4 days,874604,776615
1481,11482,3,6,Funfintech,28-01-2016,Detriot,MI,10,Monon,IN,04-02-2016,984,267,3707,4431,97,International,1,2016-01-28,2016-02-04,1,28,724,7 days,879035,780322
1527,11528,3,3,Sanin,28-01-2016,Detriot,MI,1,Monon,IN,29-01-2016,885,241,3219,4213,82,Domestic,1,2016-01-28,2016-01-29,1,28,994,1 days,883248,783541
1564,11565,3,6,mathtouch,28-01-2016,Skokie,IL,3,Chicago,IL,31-01-2016,539,453,6412,7314,90,Domestic,9,2016-01-28,2016-01-31,1,28,902,3 days,890562,789953
1096,11097,3,3,hexzim,28-01-2016,Skokie,IL,1,Chicago,IL,29-01-2016,923,745,4244,5195,54,Domestic,5,2016-01-28,2016-01-29,1,28,951,1 days,895757,794197
803,10804,2,4,Latgotrax,28-01-2016,Monon,IN,4,Lansing,MI,01-02-2016,905,681,7668,5557,75,Domestic,2,2016-01-28,2016-02-01,1,28,-2111,4 days,901314,801865
819,10820,1,4,Saltfan,28-01-2016,Northbrook,IL,4,Naperville,IL,01-02-2016,443,443,8192,5819,77,Domestic,1,2016-01-28,2016-02-01,1,28,-2373,4 days,907133,810057
1381,11382,3,4,Gravemedia,29-01-2016,Cincinnati,OH,4,Gary,IN,02-02-2016,596,354,7012,5576,69,Domestic,9,2016-01-29,2016-02-02,1,29,-1436,4 days,912709,817069
35,10036,2,8,Canemedkix,29-01-2016,Toledo,OH,4,Detriot,MI,02-02-2016,455,455,938,1747,89,Domestic,1,2016-01-29,2016-02-02,1,29,809,4 days,914456,818007
847,10848,2,6,Condexon,29-01-2016,Monon,IN,2,Lansing,MI,31-01-2016,1196,586,4547,4794,85,Domestic,8,2016-01-29,2016-01-31,1,29,247,2 days,919250,822554
1145,11146,2,2,Canphase,29-01-2016,Chicago,IL,2,Rockford,IL,31-01-2016,1181,789,6685,7441,94,Domestic,7,2016-01-29,2016-01-31,1,29,756,2 days,926691,829239
810,10811,2,8,Sonbam,29-01-2016,Lansing,MI,2,Dayton,OH,31-01-2016,658,658,5247,5410,72,Domestic,1,2016-01-29,2016-01-31,1,29,163,2 days,932101,834486
1017,11018,2,6,D-zohex,29-01-2016,Northbrook,IL,8,Naperville,IL,21-03-2016,831,490,8449,8791,51,International,6,2016-01-29,2016-03-21,1,29,342,52 days,940892,842935
618,10619,1,4,Zerfax,29-01-2016,Skokie,IL,6,Chicago,IL,21-03-2016,658,220,3484,1257,61,International,1,2016-01-29,2016-03-21,1,29,-2227,52 days,942149,846419
1162,11163,3,4,Coneranron,29-01-2016,Elgin,IL,6,Cincinnati,OH,04-02-2016,352,352,6181,5026,72,International,8,2016-01-29,2016-02-04,1,29,-1155,6 days,947175,852600
142,10143,1,7,Warelane,29-01-2016,Skokie,IL,1,Chicago,IL,30-01-2016,204,204,2931,3392,58,Domestic,1,2016-01-29,2016-01-30,1,29,461,1 days,950567,855531
1036,11037,3,2,Singlejob,30-01-2016,Chicago,IL,4,Rockford,IL,03-02-2016,881,534,5346,5669,89,Domestic,3,2016-01-30,2016-02-03,1,30,323,4 days,956236,860877
613,10614,1,6,Duodax,30-01-2016,Dayton,OH,2,Elgin,IL,31-01-2016,1048,244,3554,4527,71,Domestic,9,2016-01-30,2016-01-31,1,30,973,1 days,960763,864431
995,10996,2,2,Dripvivadex,30-01-2016,Northbrook,IL,6,Naperville,IL,05-02-2016,345,214,8526,8735,68,International,10,2016-01-30,2016-02-05,1,30,209,6 days,969498,872957
250,10251,1,4,Canphase,30-01-2016,Chicago,IL,8,Rockford,IL,07-02-2016,1103,565,7517,5013,99,International,3,2016-01-30,2016-02-07,1,30,-2504,8 days,974511,880474
974,10975,3,6,Duo-fase,30-01-2016,Detriot,MI,4,Monon,IN,03-02-2016,306,306,266,1168,78,Domestic,8,2016-01-30,2016-02-03,1,30,902,4 days,975679,880740
1677,11678,3,1,Alphafan,31-01-2016,Madison,WI,9,Kalamazoo,MI,07-02-2016,378,378,4135,8022,77,International,7,2016-01-31,2016-02-07,1,31,3887,7 days,983701,884875
680,10681,1,8,Funlax,31-01-2016,Dayton,OH,2,Elgin,IL,01-02-2016,1070,738,7240,7594,86,Domestic,1,2016-01-31,2016-02-01,1,31,354,1 days,991295,892115
778,10779,1,4,Toncode,31-01-2016,Northbrook,IL,10,Naperville,IL,10-02-2016,926,648,7163,5205,60,International,6,2016-01-31,2016-02-10,1,31,-1958,10 days,996500,899278
30,10031,2,7,Cannamcon,31-01-2016,Naperville,IL,2,Indianapolis,IN,02-02-2016,508,321,3102,3655,54,Domestic,2,2016-01-31,2016-02-02,1,31,553,2 days,1000155,902380
1332,11333,2,6,Warelane,31-01-2016,Rockford,IL,1,Green Bay,WI,01-02-2016,1040,570,8329,8594,59,Domestic,9,2016-01-31,2016-02-01,1,31,265,1 days,1008749,910709
595,10596,1,4,Subdrill,31-01-2016,Skokie,IL,5,Chicago,IL,05-02-2016,1065,488,5196,3360,84,International,1,2016-01-31,2016-02-05,1,31,-1836,5 days,1012109,915905
796,10797,1,7,Fasezoomfix,01-02-2016,Springfield,IL,8,Skokie,IL,09-02-2016,1192,663,3722,4657,85,International,7,2016-02-01,2016-02-09,2,1,935,8 days,1016766,919627
40,10041,2,5,Groovestrip,01-02-2016,Grand Rapids,MI,2,Toledo,OH,02-02-2016,331,331,6801,7218,83,Domestic,1,2016-02-01,2016-02-02,2,1,417,1 days,1023984,926428
1050,11051,2,3,Zerlane,01-02-2016,Bangor,MI,10,Davenport,IA,11-02-2016,1189,708,6042,6971,59,International,9,2016-02-01,2016-02-11,2,1,929,10 days,1030955,932470
14,10015,2,7,Trio-dax,01-02-2016,Dayton,OH,4,Elgin,IL,05-02-2016,732,620,3876,4471,65,Domestic,1,2016-02-01,2016-02-05,2,1,595,4 days,1035426,936346
1072,11073,2,1,conestreet,01-02-2016,Elgin,IL,2,Cincinnati,OH,03-02-2016,228,228,7542,11550,92,Domestic,6,2016-02-01,2016-02-03,2,1,4008,2 days,1046976,943888
1728,11729,3,1,Daltron,01-02-2016,Lansing,MI,2,Dayton,OH,03-02-2016,295,201,4503,9231,58,Intercom,4,2016-02-01,2016-02-03,2,1,4728,2 days,1056207,948391
364,10365,1,5,Iceelectrics,01-02-2016,Madison,WI,8,Kalamazoo,MI,08-02-2016,450,341,8253,8504,60,International,8,2016-02-01,2016-02-08,2,1,251,7 days,1064711,956644
1280,11281,3,2,Fin-cone,02-02-2016,Indianapolis,IN,2,Northbrook,IL,03-02-2016,503,503,6981,7485,94,Domestic,5,2016-02-02,2016-02-03,2,2,504,1 days,1072196,963625
775,10776,2,8,Fixcan,02-02-2016,Springfield,IL,3,Skokie,IL,05-02-2016,555,555,4968,5227,96,Domestic,6,2016-02-02,2016-02-05,2,2,259,3 days,1077423,968593
1122,11123,2,6,Warecity,02-02-2016,Springfield,IL,7,Skokie,IL,09-02-2016,875,518,6056,6354,84,International,6,2016-02-02,2016-02-09,2,2,298,7 days,1083777,974649
1446,11447,3,5,una-phase,02-02-2016,Dayton,OH,2,Elgin,IL,03-02-2016,278,278,749,1211,54,Domestic,4,2016-02-02,2016-02-03,2,2,462,1 days,1084988,975398
394,10395,1,6,Whitekix,02-02-2016,Dayton,OH,3,Elgin,IL,03-02-2016,1006,307,3990,4829,92,Domestic,3,2016-02-02,2016-02-03,2,2,839,1 days,1089817,979388
1296,11297,3,3,Trustcorporation,03-02-2016,Kalamazoo,MI,10,Bangor,MI,10-02-2016,1147,750,6228,6712,62,International,3,2016-02-03,2016-02-10,2,3,484,7 days,1096529,985616
365,10366,2,8,Vaiazoom,03-02-2016,Green Bay,WI,5,Joliet,IL,07-02-2016,671,480,1819,2109,68,International,4,2016-02-03,2016-02-07,2,3,290,4 days,1098638,987435
1038,11039,3,5,Faxron,03-02-2016,Northbrook,IL,3,Naperville,IL,06-02-2016,493,493,851,1228,97,Domestic,6,2016-02-03,2016-02-06,2,3,377,3 days,1099866,988286
1051,11052,2,4,Fixace,03-02-2016,Elgin,IL,10,Cincinnati,OH,13-02-2016,769,629,4680,2901,67,International,9,2016-02-03,2016-02-13,2,3,-1779,10 days,1102767,992966
1269,11270,2,6,Gravetech,03-02-2016,Dayton,OH,1,Elgin,IL,03-02-2016,486,486,8196,8589,81,Domestic,6,2016-02-03,2016-02-03,2,3,393,0 days,1111356,1001162
360,10361,2,8,Zimity,03-02-2016,Detriot,MI,2,Monon,IN,05-02-2016,1027,210,3246,3480,71,Intercom,5,2016-02-03,2016-02-05,2,3,234,2 days,1114836,1004408
722,10723,2,8,D-zohex,03-02-2016,Rockford,IL,3,Green Bay,WI,06-02-2016,1069,561,427,859,84,Domestic,2,2016-02-03,2016-02-06,2,3,432,3 days,1115695,1004835
1696,11697,3,6,Plexlamway,03-02-2016,Joliet,IL,1,Madison,WI,03-02-2016,885,599,6876,6995,66,Domestic,4,2016-02-03,2016-02-03,2,3,119,0 days,1122690,1011711
159,10160,1,7,Saokeycane,03-02-2016,Dayton,OH,3,Elgin,IL,06-02-2016,262,262,2650,3413,80,Domestic,1,2016-02-03,2016-02-06,2,3,763,3 days,1126103,1014361
1539,11540,3,2,Zuntexon,03-02-2016,Lansing,MI,9,Dayton,OH,11-02-2016,755,407,1903,2597,54,International,10,2016-02-03,2016-02-11,2,3,694,8 days,1128700,1016264
1709,11710,3,2,Sonzamace,03-02-2016,Skokie,IL,5,Chicago,IL,21-03-2016,905,571,2414,2663,99,International,2,2016-02-03,2016-03-21,2,3,249,47 days,1131363,1018678
1569,11570,2,2,Iceelectrics,03-02-2016,Springfield,IL,7,Skokie,IL,12-02-2016,1150,274,6734,7057,71,International,3,2016-02-03,2016-02-12,2,3,323,9 days,1138420,1025412
353,10354,2,7,roundphase,04-02-2016,Davenport,IA,1,Appleton,WI,05-02-2016,322,315,3471,3942,96,Domestic,7,2016-02-04,2016-02-05,2,4,471,1 days,1142362,1028883
523,10524,1,8,Saltfan,04-02-2016,Rockford,IL,6,Green Bay,WI,10-02-2016,955,280,131,835,92,International,3,2016-02-04,2016-02-10,2,4,704,6 days,1143197,1029014
883,10884,1,4,Latcore,04-02-2016,Davenport,IA,3,Appleton,WI,07-02-2016,470,470,3411,1098,51,Domestic,5,2016-02-04,2016-02-07,2,4,-2313,3 days,1144295,1032425
92,10093,1,7,Trueplus,04-02-2016,Appleton,WI,5,Grand Rapids,MI,09-02-2016,607,525,2872,3445,77,International,2,2016-02-04,2016-02-09,2,4,573,5 days,1147740,1035297
1212,11213,3,6,Duodax,04-02-2016,Grand Rapids,MI,4,Toledo,OH,08-02-2016,481,284,2100,3021,57,Domestic,8,2016-02-04,2016-02-08,2,4,921,4 days,1150761,1037397
1650,11651,3,3,Saokeycane,04-02-2016,Grand Rapids,MI,3,Toledo,OH,07-02-2016,888,204,5985,6200,60,Domestic,2,2016-02-04,2016-02-07,2,4,215,3 days,1156961,1043382
1326,11327,3,2,Treedrill,04-02-2016,Gary,IN,8,Milwaukee,WI,12-02-2016,810,212,237,1086,55,International,8,2016-02-04,2016-02-12,2,4,849,8 days,1158047,1043619
155,10156,2,4,techmedia,04-02-2016,Naperville,IL,2,Indianapolis,IN,04-02-2016,832,439,5441,4106,92,Domestic,9,2016-02-04,2016-02-04,2,4,-1335,0 days,1162153,1049060
1347,11348,3,1,techmedia,04-02-2016,Indianapolis,IN,6,Northbrook,IL,10-02-2016,1070,572,2398,6682,71,International,5,2016-02-04,2016-02-10,2,4,4284,6 days,1168835,1051458
477,10478,1,4,Medcan,05-02-2016,Monon,IN,2,Lansing,MI,07-02-2016,330,330,3747,1385,68,Domestic,7,2016-02-05,2016-02-07,2,5,-2362,2 days,1170220,1055205
1042,11043,2,1,planetron,05-02-2016,Monon,IN,2,Lansing,MI,07-02-2016,1018,349,3826,7485,73,Domestic,2,2016-02-05,2016-02-07,2,5,3659,2 days,1177705,1059031
1532,11533,3,1,Yearlex,05-02-2016,Green Bay,WI,8,Joliet,IL,16-02-2016,612,389,8117,12877,64,International,2,2016-02-05,2016-02-16,2,5,4760,11 days,1190582,1067148
1128,11129,3,2,dan-high,05-02-2016,Joliet,IL,2,Madison,WI,07-02-2016,772,660,4336,4985,94,Domestic,3,2016-02-05,2016-02-07,2,5,649,2 days,1195567,1071484
71,10072,1,8,Dongbiolex,05-02-2016,Cincinnati,OH,2,Gary,IN,07-02-2016,477,477,6643,7155,79,Domestic,1,2016-02-05,2016-02-07,2,5,512,2 days,1202722,1078127
1115,11116,3,2,hat-core,06-02-2016,Lansing,MI,4,Dayton,OH,10-02-2016,784,410,5982,6723,66,Domestic,9,2016-02-06,2016-02-10,2,6,741,4 days,1209445,1084109
1293,11294,2,3,Constreet,06-02-2016,Bangor,MI,4,Davenport,IA,10-02-2016,251,251,7778,8471,76,Domestic,6,2016-02-06,2016-02-10,2,6,693,4 days,1217916,1091887
872,10873,1,3,Viacane,06-02-2016,Green Bay,WI,7,Joliet,IL,13-02-2016,864,784,7594,7841,98,International,9,2016-02-06,2016-02-13,2,6,247,7 days,1225757,1099481
1292,11293,3,1,K-antex,06-02-2016,Lansing,MI,1,Dayton,OH,07-02-2016,283,283,2048,6750,95,Intercom,3,2016-02-06,2016-02-07,2,6,4702,1 days,1232507,1101529
34,10035,2,5,Zoncone,06-02-2016,Dayton,OH,3,Elgin,IL,07-02-2016,463,307,7272,8119,99,Domestic,5,2016-02-06,2016-02-07,2,6,847,1 days,1240626,1108801
72,10073,1,6,geofind,06-02-2016,Toledo,OH,5,Detriot,MI,11-02-2016,627,381,7974,8470,69,International,9,2016-02-06,2016-02-11,2,6,496,5 days,1249096,1116775
396,10397,1,4,K-antex,07-02-2016,Lansing,MI,7,Dayton,OH,14-02-2016,706,436,5614,3693,72,International,4,2016-02-07,2016-02-14,2,7,-1921,7 days,1252789,1122389
549,10550,2,6,Jaydox,07-02-2016,Skokie,IL,3,Chicago,IL,10-02-2016,373,207,6861,7110,67,Domestic,6,2016-02-07,2016-02-10,2,7,249,3 days,1259899,1129250
1063,11064,2,5,Canecare,07-02-2016,Joliet,IL,2,Madison,WI,09-02-2016,588,588,6170,6843,78,Domestic,10,2016-02-07,2016-02-09,2,7,673,2 days,1266742,1135420
897,10898,2,4,Conzumzap,07-02-2016,Appleton,WI,5,Grand Rapids,MI,11-02-2016,986,518,8523,6370,92,International,5,2016-02-07,2016-02-11,2,7,-2153,4 days,1273112,1143943
1781,11782,3,6,Plustax,07-02-2016,Milwaukee,WI,9,Springfield,IL,16-02-2016,1200,485,2583,2985,76,International,7,2016-02-07,2016-02-16,2,7,402,9 days,1276097,1146526
1324,11325,3,6,Flexplex,07-02-2016,Chicago,IL,3,Rockford,IL,10-02-2016,389,389,1604,2012,86,Domestic,7,2016-02-07,2016-02-10,2,7,408,3 days,1278109,1148130
236,10237,2,7,Y-strip,07-02-2016,Green Bay,WI,4,Joliet,IL,11-02-2016,313,313,4053,4515,99,Domestic,5,2016-02-07,2016-02-11,2,7,462,4 days,1282624,1152183
161,10162,2,7,Zerlane,07-02-2016,Bangor,MI,2,Davenport,IA,09-02-2016,809,555,1754,2692,52,Domestic,9,2016-02-07,2016-02-09,2,7,938,2 days,1285316,1153937
1707,11708,3,3,Freebam,07-02-2016,Bangor,MI,6,Davenport,IA,13-02-2016,532,532,6509,7131,98,International,3,2016-02-07,2016-02-13,2,7,622,6 days,1292447,1160446
220,10221,1,7,Statway,08-02-2016,Dayton,OH,4,Elgin,IL,12-02-2016,1005,461,157,527,87,Domestic,6,2016-02-08,2016-02-12,2,8,370,4 days,1292974,1160603
757,10758,1,7,Daltcare,08-02-2016,Joliet,IL,2,Madison,WI,09-02-2016,746,377,11,706,50,Domestic,2,2016-02-08,2016-02-09,2,8,695,1 days,1293680,1160614
1152,11153,3,5,Vivazim,08-02-2016,Madison,WI,2,Kalamazoo,MI,10-02-2016,999,321,2628,2971,83,Domestic,6,2016-02-08,2016-02-10,2,8,343,2 days,1296651,1163242
1130,11131,2,4,Daltron,08-02-2016,Madison,WI,8,Kalamazoo,MI,15-02-2016,601,566,4722,2547,79,International,7,2016-02-08,2016-02-15,2,8,-2175,7 days,1299198,1167964
1525,11526,3,3,Xx-dotone,08-02-2016,Indianapolis,IN,3,Northbrook,IL,13-02-2016,1001,438,5705,6356,64,Domestic,8,2016-02-08,2016-02-13,2,8,651,5 days,1305554,1173669
1749,11750,3,3,villahouse,08-02-2016,Dayton,OH,4,Elgin,IL,12-02-2016,1036,770,5733,6203,72,Domestic,9,2016-02-08,2016-02-12,2,8,470,4 days,1311757,1179402
564,10565,2,4,Coneranron,08-02-2016,Naperville,IL,2,Indianapolis,IN,10-02-2016,1175,724,8072,5901,95,Domestic,6,2016-02-08,2016-02-10,2,8,-2171,2 days,1317658,1187474
1097,11098,3,3,Scotlex,08-02-2016,Kalamazoo,MI,3,Bangor,MI,11-02-2016,799,799,4013,4545,69,Domestic,10,2016-02-08,2016-02-11,2,8,532,3 days,1322203,1191487
599,10600,2,4,Ventocore,08-02-2016,Milwaukee,WI,10,Springfield,IL,21-03-2016,523,336,3326,1979,92,International,8,2016-02-08,2016-03-21,2,8,-1347,42 days,1324182,1194813
502,10503,1,4,Good-find,09-02-2016,Cincinnati,OH,2,Gary,IN,11-02-2016,740,452,4053,1512,65,Domestic,8,2016-02-09,2016-02-11,2,9,-2541,2 days,1325694,1198866
1061,11062,2,4,Mediaware,09-02-2016,Detriot,MI,2,Monon,IN,11-02-2016,1045,297,7152,5420,89,Domestic,2,2016-02-09,2016-02-11,2,9,-1732,2 days,1331114,1206018
1513,11514,3,5,Duodax,09-02-2016,Dayton,OH,9,Elgin,IL,19-02-2016,1076,759,6245,6383,84,International,5,2016-02-09,2016-02-19,2,9,138,10 days,1337497,1212263
785,10786,1,8,wareholding,09-02-2016,Rockford,IL,2,Green Bay,WI,11-02-2016,1010,756,4534,5415,60,Domestic,8,2016-02-09,2016-02-11,2,9,881,2 days,1342912,1216797
126,10127,2,8,Zapline,09-02-2016,Chicago,IL,1,Rockford,IL,10-02-2016,315,315,6544,7396,61,Domestic,6,2016-02-09,2016-02-10,2,9,852,1 days,1350308,1223341
1742,11743,2,6,Condexon,10-02-2016,Monon,IN,10,Lansing,MI,20-02-2016,579,522,2728,3703,91,International,10,2016-02-10,2016-02-20,2,10,975,10 days,1354011,1226069
637,10638,2,6,zoofan,10-02-2016,Toledo,OH,10,Detriot,MI,21-03-2016,417,321,3831,4804,75,International,6,2016-02-10,2016-03-21,2,10,973,40 days,1358815,1229900
893,10894,2,6,Dentocity,10-02-2016,Madison,WI,1,Kalamazoo,MI,11-02-2016,755,205,3664,4519,81,Intercom,4,2016-02-10,2016-02-11,2,10,855,1 days,1363334,1233564
83,10084,1,4,Zamholdings,10-02-2016,Northbrook,IL,3,Naperville,IL,13-02-2016,1077,361,4421,2824,63,Domestic,3,2016-02-10,2016-02-13,2,10,-1597,3 days,1366158,1237985
1025,11026,3,2,Cityis,11-02-2016,Rockford,IL,2,Green Bay,WI,13-02-2016,903,214,7230,7444,56,Domestic,9,2016-02-11,2016-02-13,2,11,214,2 days,1373602,1245215
438,10439,1,5,Hexunobam,11-02-2016,Appleton,WI,2,Grand Rapids,MI,13-02-2016,784,731,198,1187,89,Intercom,10,2016-02-11,2016-02-13,2,11,989,2 days,1374789,1245413
574,10575,2,5,Canace,11-02-2016,Kalamazoo,MI,4,Bangor,MI,15-02-2016,245,245,3100,3591,62,Domestic,10,2016-02-11,2016-02-15,2,11,491,4 days,1378380,1248513
905,10906,2,2,Keyzunbase,11-02-2016,Kalamazoo,MI,2,Bangor,MI,13-02-2016,887,410,4731,4967,55,Domestic,8,2016-02-11,2016-02-13,2,11,236,2 days,1383347,1253244
1723,11724,3,2,Streetlam,11-02-2016,Rockford,IL,9,Green Bay,WI,20-02-2016,434,310,2653,3131,97,International,2,2016-02-11,2016-02-20,2,11,478,9 days,1386478,1255897
