TripID,ShipperID,CategoryID,Customer,ShipDate,OriginCity,OriginState,ShipDays,DestinationCity,DestinationState,TotalMiles,LoadedMiles,ShippingCost,Revenue,Capacity,TripType,CheckPoints
10972,3,6,Xx-Canex,2016-07-10,Chicago,IL,1,Rockford,IL,1012,355,2732,3227,99,Domestic,3
10973,2,3,Itdom,2016-07-11,Indianapolis,IN,4,Northbrook,IL,248,248,6704,7373,100,Domestic,6
10974,2,4,Zamholdings,2016-03-30,Northbrook,IL,2,Naperville,IL,1090,370,5981,4160,73,Domestic,1
10975,3,6,Duo-Fase,2016-01-30,Detriot,MI,4,Monon,IN,306,306,266,1168,78,Domestic,8
10976,2,1,Saozoomtex,2016-06-22,Gary,IN,2,Milwaukee,WI,295,295,1592,6772,89,Domestic,5
10977,3,1,Funlax,2016-05-16,Joliet,IL,4,Madison,WI,397,397,7168,11280,90,Domestic,5
10978,3,5,Beta-Ron,2016-03-26,Monon,IN,6,Lansing,MI,233,233,8039,8578,66,International,8
10979,2,1,Zentrax,2016-07-24,Madison,WI,7,Kalamazoo,MI,595,595,6378,10381,58,International,4
10980,2,1,Bluecorporation,2016-07-11,Green Bay,WI,8,Joliet,IL,1108,346,3672,7984,51,International,3
10981,2,5,Fin-Cone,2016-06-29,Naperville,IL,10,Indianapolis,IN,782,304,1321,1915,60,International,4
10982,3,6,Ranmedia,2016-01-26,Rockford,IL,10,Green Bay,WI,486,441,3385,3826,75,International,9
10983,3,2,Trueplus,2016-03-17,Appleton,WI,1,Grand Rapids,MI,785,499,439,1240,80,Intercom,10
10984,3,1,Templax,2016-03-21,Cincinnati,OH,3,Gary,IN,582,237,6479,11083,76,Domestic,8
10985,3,6,Roundphase,2016-01-09,Dayton,OH,4,Elgin,IL,866,474,8231,8658,75,Domestic,1
10986,3,2,Medialax,2016-05-12,Toledo,OH,3,Detriot,MI,224,224,2937,3724,97,Domestic,8
10987,2,2,Ronlamice,2016-08-09,Lansing,MI,8,Dayton,OH,561,372,1123,1813,59,International,10
10988,2,6,Zummatexon,2016-05-21,Bangor,MI,6,Davenport,IA,271,271,1905,2341,66,International,7
10989,2,3,Aptaxon,2016-08-08,Elgin,IL,2,Cincinnati,OH,716,235,5909,6025,66,Domestic,7
10990,2,2,Strongtechnology,2016-03-15,Skokie,IL,4,Chicago,IL,514,514,5208,5612,50,Domestic,10
10991,2,4,Plextechi,2016-05-24,Kalamazoo,MI,1,Bangor,MI,997,608,3534,1836,99,Domestic,5
10992,3,5,Streetplus,2016-02-21,Milwaukee,WI,2,Springfield,IL,583,214,1934,2882,83,Domestic,5
10993,3,6,K-Antex,2016-07-27,Springfield,IL,1,Skokie,IL,555,555,5038,5936,75,Domestic,3
10994,3,5,Constreet,2016-05-07,Chicago,IL,4,Rockford,IL,482,482,4716,5015,71,Domestic,7
10995,3,1,Quotefix,2016-06-24,Indianapolis,IN,2,Northbrook,IL,1108,792,6900,11576,96,Domestic,6
10996,2,2,Dripvivadex,2016-01-30,Northbrook,IL,6,Naperville,IL,345,214,8526,8735,68,International,10
10997,2,2,Zimjiit,2016-06-01,Gary,IN,10,Milwaukee,WI,1055,252,3678,4337,90,International,5
10998,2,3,Scotcan,2016-03-22,Joliet,IL,6,Madison,WI,594,594,4605,5545,67,International,7
10999,3,3,Duoflex,2016-04-02,Monon,IN,10,Lansing,MI,386,386,7916,8284,50,International,6
11000,3,6,Canetechnology,2016-05-27,Madison,WI,1,Kalamazoo,MI,287,205,4617,5194,64,Intercom,1
11001,2,3,Zotcare,2016-05-20,Green Bay,WI,2,Joliet,IL,1003,668,107,345,75,Domestic,3
11002,3,4,Solostreet,2016-01-10,Naperville,IL,2,Indianapolis,IN,463,202,2362,478,76,Domestic,10
11003,2,1,Xx-Planet,2016-03-05,Rockford,IL,2,Green Bay,WI,936,427,1396,5802,99,Domestic,2
11004,2,6,Apzone,2016-06-29,Appleton,WI,8,Grand Rapids,MI,845,554,6464,6733,100,International,6
11005,3,1,Jaylane,2016-05-14,Dayton,OH,3,Elgin,IL,938,515,3307,8375,74,Domestic,8
11006,3,1,Silverace,2016-08-11,Toledo,OH,2,Detriot,MI,445,291,760,5789,100,Domestic,9
11007,3,5,Conelane,2016-07-29,Lansing,MI,3,Dayton,OH,1105,367,5615,6171,68,Domestic,9
11008,2,3,Matsanice,2016-03-25,Bangor,MI,3,Davenport,IA,367,367,5088,5923,93,Domestic,3
11009,3,6,Ronplanet,2016-03-18,Elgin,IL,4,Cincinnati,OH,1079,452,7914,8741,98,Domestic,2
11010,2,5,Lexiplus,2016-02-21,Skokie,IL,4,Chicago,IL,813,438,8472,8920,83,Domestic,7
11011,2,6,Plusity,2016-05-17,Kalamazoo,MI,2,Bangor,MI,781,535,828,1627,77,Domestic,4
11012,2,2,Quotefix,2016-06-10,Davenport,IA,2,Appleton,WI,1184,373,7125,7824,93,Domestic,3
11013,3,1,Laex,2016-05-08,Grand Rapids,MI,4,Toledo,OH,338,297,4967,8956,54,Domestic,3
11014,2,1,Tantax,2016-06-29,Milwaukee,WI,8,Springfield,IL,1002,350,6122,9643,74,International,1
11015,3,1,Solohex,2016-01-16,Springfield,IL,9,Skokie,IL,778,614,3562,7865,72,International,5
11016,2,3,Zapline,2016-08-24,Chicago,IL,6,Rockford,IL,1088,692,8285,8651,50,International,5
11017,2,4,Tamtexon,2016-08-04,Indianapolis,IN,5,Northbrook,IL,1071,582,3805,1179,70,International,10
11018,2,6,D-Zohex,2016-01-29,Northbrook,IL,8,Naperville,IL,831,490,8449,8791,51,International,6
11019,2,4,Joyancom,2016-04-05,Detriot,MI,1,Monon,IN,818,743,7496,6308,67,Intercom,1
11020,3,1,Goodtechno,2016-07-29,Gary,IN,2,Milwaukee,WI,888,263,4566,9263,58,Domestic,2
11021,3,3,Zunice,2016-06-25,Joliet,IL,4,Madison,WI,1078,782,6338,6605,95,Domestic,8
11022,3,6,Goodquoing,2016-06-07,Monon,IN,3,Lansing,MI,1058,466,551,1504,51,Domestic,4
11023,3,2,Fasetech,2016-07-29,Madison,WI,10,Kalamazoo,MI,1030,232,3444,4380,56,International,4
11024,2,5,Flexplex,2016-04-10,Green Bay,WI,5,Joliet,IL,1181,342,5346,6335,57,International,10
11025,3,4,Bluezoombam,2016-08-24,Naperville,IL,3,Indianapolis,IN,1065,637,6720,4794,91,Domestic,1
11026,3,2,Cityis,2016-02-11,Rockford,IL,2,Green Bay,WI,903,214,7230,7444,56,Domestic,9
11027,3,5,Kantone,2016-01-26,Appleton,WI,2,Grand Rapids,MI,1197,628,5634,6475,70,Domestic,6
11028,3,6,Treedrill,2016-05-26,Cincinnati,OH,3,Gary,IN,1160,792,7179,7285,89,Domestic,2
11029,2,3,Stripzim,2016-01-08,Dayton,OH,2,Elgin,IL,822,669,6135,6669,71,Domestic,1
11030,3,4,Dingquokix,2016-03-21,Toledo,OH,1,Detriot,MI,922,292,2407,40,83,Domestic,10
11031,2,5,Ronvivalam,2016-06-16,Lansing,MI,2,Dayton,OH,924,287,6145,6506,93,Domestic,2
11032,3,5,Y-Flex,2016-02-16,Bangor,MI,1,Davenport,IA,778,640,3288,3975,84,Domestic,2
11033,2,3,Faxotfind,2016-03-27,Elgin,IL,3,Cincinnati,OH,247,247,8059,8659,54,Domestic,4
11034,2,2,Warelane,2016-05-13,Skokie,IL,9,Chicago,IL,216,216,2373,3311,59,International,9
11035,3,3,Hexunobam,2016-08-23,Kalamazoo,MI,5,Bangor,MI,302,302,1066,1844,62,International,4
11036,3,5,Ozeris,2016-08-07,Springfield,IL,1,Skokie,IL,1135,614,1519,2168,95,Intercom,8
11037,3,2,Singlejob,2016-01-30,Chicago,IL,4,Rockford,IL,881,534,5346,5669,89,Domestic,3
11038,2,5,Y-Zoom,2016-08-18,Indianapolis,IN,2,Northbrook,IL,296,296,469,1117,73,Domestic,4
11039,3,5,Faxron,2016-02-03,Northbrook,IL,3,Naperville,IL,493,493,851,1228,97,Domestic,6
11040,3,2,Faseron,2016-04-19,Detriot,MI,5,Monon,IN,996,262,2234,3176,73,International,6
11041,2,6,Lamlab,2016-03-19,Gary,IN,5,Milwaukee,WI,292,292,3753,4586,62,International,9
11042,2,6,Geoit,2016-01-06,Joliet,IL,2,Madison,WI,721,262,7301,7775,67,Domestic,6
11043,2,1,Planetron,2016-02-05,Monon,IN,2,Lansing,MI,1018,349,3826,7485,73,Domestic,2
11044,2,3,Stimcore,2016-02-24,Madison,WI,3,Kalamazoo,MI,502,379,838,1726,64,Domestic,4
11045,2,3,Zuntone,2016-03-18,Green Bay,WI,2,Joliet,IL,1109,260,5431,6169,58,Domestic,8
11046,3,2,Labdox,2016-07-23,Rockford,IL,2,Green Bay,WI,1158,331,2994,3649,74,Domestic,10
11047,2,2,Lexidom,2016-01-27,Appleton,WI,2,Grand Rapids,MI,521,415,5416,6096,68,Domestic,9
11048,2,6,Zummatax,2016-05-17,Cincinnati,OH,2,Gary,IN,621,367,6739,7231,53,Domestic,6
11049,3,2,Saokeycane,2016-06-03,Dayton,OH,3,Elgin,IL,343,343,3960,4828,77,Domestic,2
11050,2,5,Inzone,2016-02-13,Lansing,MI,9,Dayton,OH,986,450,1024,1194,55,International,6
11051,2,3,Zerlane,2016-02-01,Bangor,MI,10,Davenport,IA,1189,708,6042,6971,59,International,9
11052,2,4,Fixace,2016-02-03,Elgin,IL,10,Cincinnati,OH,769,629,4680,2901,67,International,9
11053,3,5,Tres-Tone,2016-01-22,Skokie,IL,10,Chicago,IL,975,414,6217,6748,94,International,1
11054,2,5,Unaity,2016-08-07,Kalamazoo,MI,2,Bangor,MI,598,219,2976,3973,64,Intercom,5
11055,2,6,Scotline,2016-06-24,Davenport,IA,1,Appleton,WI,949,439,1549,2488,65,Domestic,7
11056,2,1,Daltcare,2016-01-04,Grand Rapids,MI,2,Toledo,OH,1026,650,7924,12343,74,Domestic,2
11057,2,5,Doubleis,2016-07-24,Milwaukee,WI,2,Springfield,IL,876,433,124,398,90,Domestic,3
11058,2,1,Ontohatron,2016-08-07,Springfield,IL,8,Skokie,IL,629,248,4341,8773,97,International,8
11059,3,6,Indibase,2016-08-08,Chicago,IL,5,Rockford,IL,712,629,2208,3025,69,International,4
11060,3,5,Dongtinlux,2016-05-25,Indianapolis,IN,2,Northbrook,IL,920,543,281,800,93,Domestic,6
11061,2,3,Geohigh,2016-07-12,Northbrook,IL,1,Naperville,IL,567,567,6665,6952,85,Domestic,7
11062,2,4,Mediaware,2016-02-09,Detriot,MI,2,Monon,IN,1045,297,7152,5420,89,Domestic,2
11063,2,4,Goldenlex,2016-03-07,Gary,IN,1,Milwaukee,WI,938,260,3202,404,93,Domestic,6
11064,2,5,Canecare,2016-02-07,Joliet,IL,2,Madison,WI,588,588,6170,6843,78,Domestic,10
11065,3,4,Zumcane,2016-08-09,Monon,IN,4,Lansing,MI,1010,724,6716,4665,61,Domestic,1
11066,2,3,Zerhouse,2016-08-08,Madison,WI,3,Kalamazoo,MI,842,303,7683,8222,50,Domestic,4
11067,3,3,Yearcorporation,2016-07-25,Naperville,IL,2,Indianapolis,IN,644,557,549,698,64,Domestic,2
11068,3,3,Planetware,2016-02-27,Appleton,WI,9,Grand Rapids,MI,461,328,1773,2015,73,International,9
11069,3,6,Indigoice,2016-07-18,Cincinnati,OH,10,Gary,IN,288,231,1210,1383,91,International,6
11070,3,3,Zotfan,2016-05-18,Dayton,OH,8,Elgin,IL,499,366,7168,7690,59,International,7
11071,3,6,Medcan,2016-05-08,Toledo,OH,5,Detriot,MI,654,654,7390,8186,83,International,2
11072,2,1,Dentoelectrics,2016-06-07,Bangor,MI,3,Davenport,IA,301,301,1780,5748,86,Domestic,2
11073,2,1,Conestreet,2016-02-01,Elgin,IL,2,Cincinnati,OH,228,228,7542,11550,92,Domestic,6
11074,2,2,Toncode,2016-04-14,Skokie,IL,3,Chicago,IL,904,587,1292,2076,82,Domestic,1
11075,2,3,Rankphase,2016-04-29,Kalamazoo,MI,9,Bangor,MI,484,484,2835,3590,83,International,10
11076,2,1,Gravemedia,2016-01-19,Davenport,IA,9,Appleton,WI,448,448,5012,9455,98,International,5
11077,3,3,Alphadax,2016-06-29,Grand Rapids,MI,2,Toledo,OH,772,647,2506,2750,69,Domestic,3
11078,3,1,Citytone,2016-04-07,Milwaukee,WI,2,Springfield,IL,1156,320,5917,9561,97,Domestic,8
11079,3,6,Alphafan,2016-04-29,Springfield,IL,3,Skokie,IL,509,509,441,1171,53,Domestic,3
11080,2,2,D-Quadlux,2016-07-11,Chicago,IL,4,Rockford,IL,1007,475,2885,3670,75,Domestic,6
11081,2,3,Funlatlex,2016-07-09,Indianapolis,IN,1,Northbrook,IL,1062,770,3521,3808,76,Domestic,9
11082,2,3,Wareholding,2016-08-06,Northbrook,IL,4,Naperville,IL,514,273,5746,6457,73,Domestic,9
11083,2,4,Anzammedia,2016-05-25,Detriot,MI,2,Monon,IN,640,640,6536,4539,63,Domestic,1
11084,3,2,Zoomhex,2016-01-14,Gary,IN,3,Milwaukee,WI,860,734,1905,2599,93,Domestic,8
11085,2,1,Tripple-Fax,2016-06-25,Joliet,IL,4,Madison,WI,794,706,388,4931,77,Domestic,3
11086,3,2,Qvofix,2016-06-05,Monon,IN,10,Lansing,MI,257,257,779,1274,86,International,3
11087,3,1,Faseelectronics,2016-06-20,Green Bay,WI,9,Joliet,IL,950,284,5895,10787,62,International,6
11088,3,2,Solozap,2016-06-22,Naperville,IL,7,Indianapolis,IN,726,208,3723,4286,64,International,10
11089,2,1,Golddexon,2016-01-23,Rockford,IL,7,Green Bay,WI,375,375,2617,8076,60,International,2
11090,3,6,Zunhouse,2016-07-31,Appleton,WI,1,Grand Rapids,MI,708,209,4931,5606,97,Intercom,6
11091,3,2,Inchholdings,2016-01-19,Cincinnati,OH,4,Gary,IN,1155,455,6654,7506,77,Domestic,4
11092,3,6,Runhigh,2016-08-05,Dayton,OH,3,Elgin,IL,675,481,3831,4536,87,Domestic,1
11093,3,5,White-High,2016-04-19,Toledo,OH,2,Detriot,MI,744,637,661,1262,88,Domestic,4
11094,3,2,Fasezoomfix,2016-03-25,Lansing,MI,6,Dayton,OH,300,283,1660,2220,62,International,3
11095,2,5,Dingcan,2016-08-30,Bangor,MI,7,Davenport,IA,383,383,3340,3578,53,International,5
11096,3,2,Opebase,2016-08-06,Elgin,IL,3,Cincinnati,OH,434,434,5983,6719,89,Domestic,4
11097,3,3,Hexzim,2016-01-28,Skokie,IL,1,Chicago,IL,923,745,4244,5195,54,Domestic,5
11098,3,3,Scotlex,2016-02-08,Kalamazoo,MI,3,Bangor,MI,799,799,4013,4545,69,Domestic,10
11099,2,2,Good-Find,2016-03-03,Davenport,IA,4,Appleton,WI,704,468,5215,5939,96,Domestic,8
11100,2,2,Plexlamway,2016-03-30,Grand Rapids,MI,4,Toledo,OH,849,408,4588,4689,89,Domestic,5
11101,3,2,Latgotrax,2016-06-04,Milwaukee,WI,1,Springfield,IL,982,710,4948,5114,91,Domestic,5
11102,3,5,Hotity,2016-04-13,Springfield,IL,1,Skokie,IL,303,303,3886,4247,61,Domestic,5
11103,2,6,Striplane,2016-06-23,Indianapolis,IN,2,Northbrook,IL,1070,535,3071,3892,83,Domestic,7
11104,2,1,Technodax,2016-01-19,Northbrook,IL,10,Naperville,IL,1130,788,3677,7917,99,International,6
11105,3,3,Re-Can,2016-04-19,Detriot,MI,8,Monon,IN,731,441,1473,1787,91,International,2
11106,2,1,Unatrax,2016-06-12,Gary,IN,7,Milwaukee,WI,1127,223,537,4845,54,International,9
11107,2,3,Ganz-Is,2016-04-25,Monon,IN,6,Lansing,MI,766,314,5853,5965,58,International,6
11108,2,2,Sonbam,2016-08-23,Madison,WI,2,Kalamazoo,MI,287,287,605,929,94,Intercom,6
11109,2,3,Freebam,2016-05-06,Green Bay,WI,4,Joliet,IL,835,627,74,364,71,Domestic,6
11110,2,2,Faxzumtrax,2016-04-16,Naperville,IL,1,Indianapolis,IN,862,395,6527,7415,65,Domestic,2
11111,3,2,Sonzamace,2016-06-07,Rockford,IL,1,Green Bay,WI,598,304,5026,5597,96,Domestic,7
11112,3,1,Linezatlam,2016-04-15,Appleton,WI,8,Grand Rapids,MI,704,330,5386,9762,57,International,5
11113,3,3,O-Ace,2016-07-16,Cincinnati,OH,10,Gary,IN,334,334,8424,8724,87,International,4
11114,2,2,Statway,2016-05-09,Dayton,OH,3,Elgin,IL,870,263,3421,3958,86,Domestic,7
11115,3,6,Zunzone,2016-01-06,Toledo,OH,4,Detriot,MI,509,218,359,1117,82,Domestic,2
11116,3,2,Hat-Core,2016-02-06,Lansing,MI,4,Dayton,OH,784,410,5982,6723,66,Domestic,9
11117,3,3,Zathhow,2016-04-06,Bangor,MI,1,Davenport,IA,846,235,1348,1895,60,Domestic,5
11118,2,3,Subvivais,2016-08-10,Elgin,IL,3,Cincinnati,OH,889,502,2718,3258,56,Domestic,5
11119,3,5,Joygreen,2016-06-03,Kalamazoo,MI,3,Bangor,MI,620,319,8454,8991,84,Domestic,9
11120,2,4,Donelectrics,2016-02-28,Davenport,IA,3,Appleton,WI,508,493,2674,860,73,Domestic,3
11121,2,1,Icedox,2016-01-01,Grand Rapids,MI,3,Toledo,OH,357,238,2276,7388,60,Domestic,10
11122,3,3,Namelectronics,2016-04-23,Milwaukee,WI,9,Springfield,IL,384,361,498,1465,57,International,9
11123,2,6,Warecity,2016-02-02,Springfield,IL,7,Skokie,IL,875,518,6056,6354,84,International,6
11124,3,1,Donremlane,2016-07-04,Chicago,IL,5,Rockford,IL,1057,216,6694,11259,52,International,8
11125,3,5,Ganzlane,2016-07-30,Indianapolis,IN,8,Northbrook,IL,645,645,6897,7373,63,International,10
11126,2,6,Streetlam,2016-04-11,Northbrook,IL,8,Naperville,IL,279,262,7859,8810,68,International,2
11127,2,1,Tonsanhigh,2016-02-26,Detriot,MI,2,Monon,IN,441,353,5679,10241,52,Intercom,10
11128,2,3,Siliconcore,2016-02-29,Gary,IN,1,Milwaukee,WI,297,297,3948,4412,87,Domestic,1
11129,3,2,Dan-High,2016-02-05,Joliet,IL,2,Madison,WI,772,660,4336,4985,94,Domestic,3
11130,2,5,Jobtechnology,2016-03-25,Monon,IN,2,Lansing,MI,415,349,7780,8652,76,Domestic,8
11131,2,4,Daltron,2016-02-08,Madison,WI,8,Kalamazoo,MI,601,566,4722,2547,79,International,7
11132,3,2,Y-Strip,2016-04-03,Green Bay,WI,10,Joliet,IL,1031,205,554,921,79,International,5
11133,3,5,Danfan,2016-01-20,Naperville,IL,4,Indianapolis,IN,360,212,1749,2438,63,Domestic,6
11134,3,6,Plustaxon,2016-02-28,Rockford,IL,4,Green Bay,WI,721,717,8314,8586,74,Domestic,7
11135,3,6,Truebam,2016-04-27,Appleton,WI,3,Grand Rapids,MI,860,330,486,858,84,Domestic,3
11136,2,5,Triootity,2016-08-27,Cincinnati,OH,2,Gary,IN,425,425,2551,3222,59,Domestic,10
11137,3,2,Konknix,2016-05-12,Dayton,OH,3,Elgin,IL,209,209,257,1232,75,Domestic,3
11138,2,2,Dongbase,2016-04-21,Toledo,OH,3,Detriot,MI,571,238,3966,4608,61,Domestic,6
11139,2,1,Dingfax,2016-06-05,Bangor,MI,4,Davenport,IA,417,417,5609,10727,63,Domestic,1
11140,3,2,Zimex,2016-06-19,Elgin,IL,2,Cincinnati,OH,515,245,2199,3038,75,Domestic,9
11141,2,6,Saocity,2016-04-11,Skokie,IL,9,Chicago,IL,483,211,4834,5155,93,International,5
11142,3,5,Joyzim,2016-08-12,Kalamazoo,MI,9,Bangor,MI,376,376,7657,7921,58,International,2
11143,3,1,Silver-Line,2016-04-25,Davenport,IA,5,Appleton,WI,1171,726,7699,12593,52,International,3
11144,2,5,Una-Phase,2016-07-26,Grand Rapids,MI,8,Toledo,OH,778,336,2653,3073,51,International,2
11145,2,6,Condexon,2016-05-16,Milwaukee,WI,7,Springfield,IL,324,324,1173,1301,99,International,7
11146,2,2,Canphase,2016-01-29,Chicago,IL,2,Rockford,IL,1181,789,6685,7441,94,Domestic,7
11147,3,2,Betaity,2016-05-23,Indianapolis,IN,4,Northbrook,IL,660,464,4320,4745,92,Domestic,7
11148,2,5,Jaydox,2016-03-02,Northbrook,IL,1,Naperville,IL,1160,522,5837,6816,59,Domestic,2
11149,2,1,O-Tom,2016-03-22,Detriot,MI,5,Monon,IN,290,289,1185,4621,76,International,5
11150,2,6,Canex,2016-07-12,Gary,IN,10,Milwaukee,WI,376,376,4676,4798,90,International,4
11151,2,1,Villahouse,2016-03-11,Joliet,IL,3,Madison,WI,1074,553,2018,5684,77,Domestic,3
11152,3,6,Tempfan,2016-05-27,Monon,IN,3,Lansing,MI,1130,518,6847,7684,65,Domestic,8
11153,3,5,Vivazim,2016-02-08,Madison,WI,2,Kalamazoo,MI,999,321,2628,2971,83,Domestic,6
11154,2,5,Citydexon,2016-06-16,Green Bay,WI,1,Joliet,IL,1079,564,6387,6801,60,Domestic,9
11155,3,4,Ittam,2016-06-13,Naperville,IL,4,Indianapolis,IN,1050,266,7866,5649,82,Domestic,5
11156,3,1,Saltlab,2016-01-20,Rockford,IL,2,Green Bay,WI,774,217,4269,8935,85,Domestic,2
11157,2,3,Conehotice,2016-08-23,Appleton,WI,2,Grand Rapids,MI,983,614,5377,6238,72,Domestic,7
11158,3,6,Itcantrans,2016-02-24,Cincinnati,OH,1,Gary,IN,959,520,7549,8424,93,Domestic,4
11159,3,3,Blue-Tech,2016-03-01,Dayton,OH,3,Elgin,IL,551,551,453,1165,80,Domestic,9
11160,2,2,Unahigh,2016-08-05,Toledo,OH,5,Detriot,MI,555,280,5461,5932,87,International,10
11161,2,3,Openzap,2016-08-06,Lansing,MI,5,Dayton,OH,333,333,848,1655,100,International,8
11162,3,6,Redozetam,2016-04-06,Bangor,MI,10,Davenport,IA,662,564,6958,7307,64,International,5
11163,3,4,Coneranron,2016-01-29,Elgin,IL,6,Cincinnati,OH,352,352,6181,5026,72,International,8
11164,3,6,Zen-Holdings,2016-02-14,Skokie,IL,10,Chicago,IL,469,469,5735,6120,67,International,2
11165,2,5,Warebam,2016-06-30,Kalamazoo,MI,2,Bangor,MI,357,253,2510,3480,80,Intercom,6
11166,2,2,Zathlane,2016-05-06,Davenport,IA,2,Appleton,WI,908,767,512,1280,82,Domestic,3
11167,2,1,Hayholding,2016-08-14,Grand Rapids,MI,2,Toledo,OH,265,265,6625,11210,89,Domestic,6
11168,2,2,Finlux,2016-08-23,Milwaukee,WI,3,Springfield,IL,361,361,1740,2342,87,Domestic,3
11169,3,1,Zamlane,2016-01-22,Springfield,IL,8,Skokie,IL,737,211,262,5340,56,International,5
11170,2,6,Viacane,2016-05-16,Chicago,IL,8,Rockford,IL,358,358,8076,8719,52,International,6
11171,2,4,Gogokeying,2016-01-01,Indianapolis,IN,2,Northbrook,IL,1119,788,2508,201,72,Domestic,8
11172,2,2,Tinron,2016-03-08,Northbrook,IL,3,Naperville,IL,810,633,214,441,63,Domestic,10
11173,2,4,Canace,2016-07-18,Detriot,MI,1,Monon,IN,965,738,5122,3080,84,Domestic,3
11174,2,2,Donware,2016-05-28,Gary,IN,1,Milwaukee,WI,1048,642,1750,2741,55,Domestic,6
11175,3,5,Linetone,2016-05-31,Joliet,IL,1,Madison,WI,945,315,40,141,60,Domestic,9
11176,3,1,Tantechi,2016-02-28,Monon,IN,3,Lansing,MI,1002,585,702,5415,82,Domestic,6
11177,3,4,Goldentechi,2016-05-25,Madison,WI,3,Kalamazoo,MI,708,481,4671,3175,85,Domestic,7
11178,3,2,Iselectrics,2016-05-09,Green Bay,WI,2,Joliet,IL,489,489,956,1269,59,Domestic,5
11179,3,4,Kinice,2016-08-02,Naperville,IL,2,Indianapolis,IN,250,250,4551,2397,62,Domestic,3
11180,3,5,Bamgeohigh,2016-07-10,Rockford,IL,6,Green Bay,WI,601,274,8130,8769,55,International,10
11181,3,3,Funfintech,2016-04-25,Appleton,WI,7,Grand Rapids,MI,224,224,6092,6819,89,International,4
11182,2,4,Latcore,2016-05-17,Cincinnati,OH,10,Gary,IN,488,488,4117,1938,75,International,7
11183,3,6,Reddoit,2016-06-09,Dayton,OH,10,Elgin,IL,938,226,3751,4175,58,International,3
11184,3,1,Plustax,2016-04-13,Toledo,OH,6,Detriot,MI,256,256,6334,11409,98,International,7
11185,3,1,Bamity,2016-02-23,Lansing,MI,2,Dayton,OH,236,236,3652,8794,94,Intercom,10
11186,2,4,Quotelane,2016-02-23,Bangor,MI,2,Davenport,IA,1048,708,8801,6031,87,Domestic,3
11187,3,6,Viatom,2016-02-17,Elgin,IL,3,Cincinnati,OH,509,407,4671,5467,90,Domestic,5
11188,3,5,Silverfase,2016-07-16,Skokie,IL,2,Chicago,IL,1038,791,3986,4781,89,Domestic,3
11189,3,6,O-Job,2016-04-26,Kalamazoo,MI,10,Bangor,MI,624,528,6944,7674,75,International,2
11190,3,2,Howtaxon,2016-01-24,Davenport,IA,8,Appleton,WI,814,695,7739,8360,64,International,4
11191,2,1,Xx-Way,2016-08-22,Grand Rapids,MI,3,Toledo,OH,802,207,404,5251,58,Domestic,7
11192,2,3,San-Plex,2016-05-19,Milwaukee,WI,2,Springfield,IL,470,470,8760,8948,93,Domestic,4
11193,3,3,Dentocity,2016-07-28,Springfield,IL,3,Skokie,IL,1042,756,8072,8700,64,Domestic,3
11194,2,4,Indi-Dox,2016-08-22,Chicago,IL,3,Rockford,IL,515,494,6531,4642,99,Domestic,3
11195,2,2,Subdrill,2016-08-14,Northbrook,IL,2,Naperville,IL,1060,550,1984,2213,96,Domestic,2
11196,3,4,Conzumzap,2016-06-09,Detriot,MI,1,Monon,IN,337,337,2702,954,65,Domestic,3
11197,2,6,Ontotam,2016-07-12,Gary,IN,1,Milwaukee,WI,1151,566,6591,7330,85,Domestic,2
11198,2,2,Trio-Dax,2016-02-28,Joliet,IL,2,Madison,WI,216,216,1797,2306,71,Domestic,1
11199,2,5,Ventocore,2016-07-25,Monon,IN,10,Lansing,MI,788,440,2236,2730,93,International,7
11200,2,5,Recode,2016-02-24,Green Bay,WI,5,Joliet,IL,406,339,1483,1970,85,International,7
11201,2,4,Ganjazone,2016-04-06,Naperville,IL,6,Indianapolis,IN,955,452,4082,2891,95,International,8
11202,3,4,Hottaxon,2016-01-03,Rockford,IL,6,Green Bay,WI,224,224,2772,1113,72,International,3
11203,2,3,Keyzunbase,2016-03-02,Appleton,WI,1,Grand Rapids,MI,932,526,7977,8757,81,Intercom,10
11204,3,5,K-Is,2016-03-12,Cincinnati,OH,3,Gary,IN,430,430,7975,8312,78,Domestic,4
11205,2,2,Villacom,2016-05-18,Dayton,OH,3,Elgin,IL,275,256,7264,8065,63,Domestic,9
11206,2,2,Zotit,2016-04-01,Toledo,OH,2,Detriot,MI,812,402,5748,6366,70,Domestic,6
11207,3,6,Scotquote,2016-08-23,Lansing,MI,9,Dayton,OH,320,238,1132,1879,73,International,3
11208,3,4,Stimmedia,2016-03-18,Bangor,MI,9,Davenport,IA,876,547,5912,3702,57,International,3
11209,3,5,Lazap,2016-06-09,Elgin,IL,4,Cincinnati,OH,476,476,7600,7783,93,Domestic,9
11210,3,6,Baselux,2016-07-02,Skokie,IL,4,Chicago,IL,1069,416,5128,5454,68,Domestic,1
11211,2,6,Dingity,2016-04-02,Kalamazoo,MI,2,Bangor,MI,342,342,2783,3720,100,Domestic,8
11212,3,6,Fax-Ex,2016-04-27,Davenport,IA,3,Appleton,WI,890,328,3403,4058,54,Domestic,6
11213,3,6,Duodax,2016-02-04,Grand Rapids,MI,4,Toledo,OH,481,284,2100,3021,57,Domestic,8
11214,3,6,Planethouse,2016-07-09,Milwaukee,WI,3,Springfield,IL,728,728,223,857,50,Domestic,8
