,id,default_payment,loan_type,gender,owns_car,owns_house,children,income,amount_credit,amount_annuity,good_price,income_type,education,family_status,house_type,population,birth_in_days,days_employed,owns_mobile,working_mobile,occupation,family_members,org_type,default30,days_last_phone_change,cbr_week,cbr_month,cbr_quarter_,cba_year
8676,110100,0,Cash loans,M,N,Y,0,130500.0,247275.0,22810.5,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.015221,-21807,-1136,1,1,Managers,2.0,Government,1.0,-344.0,0.0,0.0,0.0,3.0
6311,107366,0,Cash loans,F,Y,Y,0,180000.0,314100.0,16573.5,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018209,-8743,-190,1,1,Sales staff,2.0,Business Entity Type 3,0.0,-286.0,0.0,0.0,0.0,0.0
18954,122103,0,Cash loans,F,N,Y,1,270000.0,1061658.0,34375.5,760500.0,Working,Secondary / secondary special,Married,House / apartment,0.001276,-17395,-857,1,1,Sales staff,3.0,Restaurant,0.0,0.0,0.0,0.0,0.0,0.0
25667,129848,0,Cash loans,F,N,Y,2,135000.0,532494.0,30699.0,454500.0,Working,Secondary / secondary special,Married,House / apartment,0.010147,-17268,-2576,1,1,Managers,4.0,Self-employed,0.0,-278.0,0.0,0.0,1.0,2.0
13405,115629,0,Cash loans,M,N,N,0,180000.0,832500.0,37620.0,832500.0,Working,Secondary / secondary special,Married,Rented apartment,0.028663,-10355,-579,1,1,Drivers,2.0,Self-employed,2.0,-354.0,0.0,0.0,0.0,0.0
11865,113828,0,Cash loans,F,N,Y,1,135000.0,414792.0,22630.5,315000.0,Working,Incomplete higher,Married,House / apartment,0.010643,-12914,-6031,1,1,Laborers,3.0,Transport: type 4,0.0,-1270.0,0.0,0.0,0.0,1.0
15449,118030,0,Cash loans,F,N,Y,2,112500.0,248760.0,24363.0,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,0.010276,-14653,-3873,1,1,Sales staff,4.0,Government,0.0,-467.0,0.0,1.0,0.0,0.0
8250,109617,0,Cash loans,M,Y,N,2,126000.0,256500.0,13158.0,256500.0,Working,Secondary / secondary special,Married,House / apartment,0.015221,-11671,-1898,1,1,Drivers,4.0,Business Entity Type 3,1.0,-2.0,0.0,0.0,0.0,0.0
18029,121026,0,Cash loans,F,N,N,0,94500.0,225000.0,23625.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.010643,-17127,-167,1,1,Medicine staff,2.0,Kindergarten,0.0,0.0,0.0,0.0,0.0,4.0
2618,103057,0,Cash loans,M,N,Y,0,216000.0,755190.0,36459.0,675000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0228,-14912,365243,1,1,Unknown,2.0,XNA,1.0,-87.0,0.0,0.0,2.0,0.0
10026,111666,0,Cash loans,M,Y,Y,0,135000.0,1291500.0,46521.0,1291500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,-18554,-1438,1,1,Laborers,2.0,Self-employed,0.0,-3225.0,0.0,0.0,1.0,7.0
5290,106184,0,Cash loans,M,N,N,0,135000.0,239850.0,22324.5,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.007114,-19434,-135,1,1,Laborers,2.0,Business Entity Type 2,0.0,-3.0,0.0,0.0,0.0,0.0
9126,110611,0,Revolving loans,F,N,Y,0,247500.0,337500.0,16875.0,337500.0,Commercial associate,Incomplete higher,Married,House / apartment,0.019101,-14099,-2561,1,1,Laborers,2.0,Self-employed,0.0,-1486.0,0.0,0.0,0.0,3.0
21181,124683,0,Cash loans,F,N,Y,0,157500.0,1113840.0,57001.5,900000.0,Working,Secondary / secondary special,Married,House / apartment,0.035792,-22842,-8025,1,1,Security staff,2.0,Business Entity Type 3,0.0,0.0,0.0,0.0,0.0,1.0
12388,114440,0,Cash loans,M,N,Y,0,67500.0,814041.0,23931.0,679500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-20745,365243,1,1,Unknown,2.0,XNA,1.0,-322.0,0.0,0.0,0.0,4.0
38106,144125,0,Cash loans,F,N,Y,1,112500.0,835380.0,35523.0,675000.0,Working,Secondary / secondary special,Married,House / apartment,0.035792,-16293,-8168,1,1,Cooking staff,3.0,Restaurant,0.0,-2137.0,0.0,0.0,0.0,0.0
42140,148784,0,Cash loans,M,Y,Y,0,157500.0,417024.0,27094.5,360000.0,Working,Higher education,Single / not married,House / apartment,0.003813,-8736,-1539,1,1,Laborers,1.0,Transport: type 2,0.0,-144.0,0.0,0.0,1.0,1.0
26963,131341,0,Cash loans,F,Y,Y,1,247500.0,640080.0,29970.0,450000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.007274,-15460,-1103,1,1,Managers,2.0,Business Entity Type 3,0.0,-445.0,0.0,0.0,0.0,0.0
21952,125572,0,Cash loans,M,Y,Y,1,135000.0,577147.5,25551.0,459000.0,Working,Secondary / secondary special,Married,House / apartment,0.01885,-15072,-3229,1,1,Laborers,3.0,Business Entity Type 3,0.0,-3198.0,0.0,1.0,0.0,2.0
38143,144170,0,Cash loans,F,N,N,0,135000.0,526491.0,29529.0,454500.0,Working,Higher education,Single / not married,House / apartment,0.022625,-10967,-916,1,1,Unknown,1.0,Business Entity Type 3,0.0,-675.0,0.0,0.0,0.0,2.0
8572,109979,0,Cash loans,M,Y,Y,0,247500.0,697500.0,39078.0,697500.0,Working,Secondary / secondary special,Married,House / apartment,0.007274,-11066,-1267,1,1,Sales staff,2.0,Business Entity Type 3,2.0,-902.0,0.0,0.0,0.0,1.0
48339,155977,0,Cash loans,F,Y,Y,2,135000.0,1288350.0,37800.0,1125000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-16487,-4612,1,1,Accountants,4.0,Government,2.0,-1675.0,1.0,2.0,0.0,1.0
551,100637,0,Revolving loans,F,N,Y,0,270000.0,765000.0,38250.0,765000.0,Commercial associate,Higher education,Married,House / apartment,0.032561,-22883,-2360,1,1,Core staff,2.0,Business Entity Type 3,0.0,-137.0,1.0,0.0,0.0,0.0
30016,134846,0,Cash loans,M,N,N,0,157500.0,450000.0,22977.0,450000.0,Working,Secondary / secondary special,Married,House / apartment,0.01885,-11043,-409,1,1,Laborers,2.0,Business Entity Type 1,0.0,-665.0,0.0,0.0,0.0,2.0
42038,148672,0,Revolving loans,M,Y,N,0,144000.0,180000.0,9000.0,180000.0,Working,Higher education,Single / not married,With parents,0.04622,-8361,-409,1,1,Laborers,1.0,Trade: type 3,0.0,-808.0,0.0,0.0,0.0,2.0
38831,144973,0,Cash loans,M,Y,N,0,225000.0,381528.0,18684.0,315000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.0228,-10639,-421,1,1,Cooking staff,1.0,Trade: type 3,1.0,-995.0,0.0,0.0,0.0,0.0
8243,109610,0,Cash loans,F,N,N,0,112500.0,1236816.0,36162.0,1080000.0,Working,Secondary / secondary special,Married,House / apartment,0.005144,-17697,-2500,1,1,Unknown,2.0,Business Entity Type 3,2.0,-3123.0,0.0,0.0,2.0,4.0
28232,132814,0,Cash loans,F,Y,Y,0,162000.0,517266.0,25015.5,387000.0,State servant,Secondary / secondary special,Married,House / apartment,0.04622,-22098,-15227,1,1,Unknown,2.0,Business Entity Type 2,0.0,-1940.0,0.0,0.0,0.0,4.0
34805,140329,0,Cash loans,M,N,Y,3,265500.0,900000.0,47952.0,900000.0,State servant,Secondary / secondary special,Married,House / apartment,0.019101,-15286,-3767,1,1,Core staff,5.0,Military,0.0,-1874.0,0.0,0.0,0.0,0.0
18613,121708,0,Cash loans,F,N,N,0,112500.0,225000.0,5935.5,225000.0,Working,Incomplete higher,Married,House / apartment,0.02461,-10426,-3210,1,1,Laborers,2.0,Business Entity Type 3,0.0,-1705.0,0.0,0.0,0.0,0.0
2733,103189,0,Cash loans,M,N,Y,0,225000.0,277969.5,15957.0,229500.0,Working,Secondary / secondary special,Separated,House / apartment,0.00823,-15195,-464,1,1,Drivers,1.0,Transport: type 4,0.0,-254.0,1.0,1.0,0.0,2.0
16833,119633,0,Cash loans,F,N,Y,0,90000.0,292500.0,12393.0,292500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018209,-23713,365243,1,1,Unknown,1.0,XNA,0.0,-1084.0,0.0,0.0,1.0,2.0
28253,132837,0,Cash loans,M,Y,N,0,270000.0,1042560.0,58216.5,900000.0,State servant,Higher education,Separated,House / apartment,0.04622,-11395,-4817,1,1,Unknown,1.0,Police,0.0,-578.0,0.0,0.0,0.0,2.0
32640,137831,0,Revolving loans,F,N,N,0,108000.0,180000.0,9000.0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.011657,-7947,-188,1,1,Unknown,1.0,Military,1.0,-499.0,0.0,0.0,0.0,1.0
47021,154462,0,Cash loans,F,N,Y,1,81000.0,900000.0,26446.5,900000.0,Working,Secondary / secondary special,Married,House / apartment,0.009334,-14695,-403,1,1,Sales staff,3.0,Self-employed,0.0,-2383.0,0.0,0.0,0.0,0.0
41825,148427,0,Cash loans,F,N,Y,0,31500.0,251091.0,24588.0,238500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-20682,365243,1,1,Unknown,2.0,XNA,0.0,-796.0,0.0,0.0,0.0,0.0
18393,121455,0,Cash loans,F,Y,N,2,126000.0,1125000.0,33025.5,1125000.0,Working,Secondary / secondary special,Married,With parents,0.028663,-14606,-1750,1,1,IT staff,4.0,Police,0.0,-1633.0,0.0,0.0,1.0,2.0
14593,117029,0,Revolving loans,F,N,Y,0,157500.0,202500.0,10125.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0.018634,-14075,-51,1,1,Unknown,2.0,Business Entity Type 2,1.0,-788.0,0.0,0.0,0.0,2.0
22713,126426,0,Cash loans,M,Y,Y,2,81000.0,408780.0,26743.5,337500.0,Working,Higher education,Married,House / apartment,0.031329,-11176,-2653,1,1,Laborers,4.0,Business Entity Type 1,0.0,0.0,0.0,0.0,0.0,2.0
8754,110184,1,Cash loans,F,N,N,2,67500.0,443664.0,12330.0,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011703,-13128,-601,1,1,Unknown,4.0,Self-employed,0.0,-983.0,0.0,0.0,0.0,0.0
10870,112650,0,Cash loans,F,N,Y,0,112500.0,113760.0,4419.0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020713,-20453,-950,1,1,Cooking staff,2.0,Kindergarten,0.0,-693.0,0.0,0.0,0.0,1.0
22857,126599,0,Cash loans,F,N,Y,0,112500.0,808650.0,23773.5,675000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00823,-13894,-3610,1,1,Laborers,2.0,Self-employed,0.0,-853.0,0.0,0.0,1.0,1.0
19667,122935,0,Cash loans,M,Y,N,0,180000.0,979992.0,31743.0,702000.0,Working,Secondary / secondary special,Married,House / apartment,0.008474,-14755,-1447,1,1,Drivers,2.0,Transport: type 3,0.0,-584.0,0.0,0.0,0.0,1.0
37151,143034,0,Cash loans,F,N,Y,0,112500.0,675000.0,28728.0,675000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-22678,365243,1,1,Unknown,2.0,XNA,0.0,-280.0,0.0,0.0,0.0,3.0
889,101022,0,Cash loans,F,N,Y,0,112500.0,675000.0,32602.5,675000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.028663,-22251,365243,1,1,Unknown,1.0,XNA,0.0,-1358.0,0.0,0.0,0.0,9.0
47968,155554,0,Cash loans,M,N,Y,1,247500.0,675000.0,26901.0,675000.0,State servant,Higher education,Married,House / apartment,0.018209,-13094,-4468,1,1,Managers,3.0,Security Ministries,0.0,-2181.0,0.0,1.0,0.0,3.0
32300,137447,0,Revolving loans,M,N,N,0,225000.0,630000.0,31500.0,630000.0,Working,Secondary / secondary special,Married,House / apartment,0.00496,-19544,-1965,1,1,Laborers,2.0,Business Entity Type 3,0.0,-110.0,0.0,0.0,1.0,1.0
32117,137241,0,Cash loans,F,N,N,0,90000.0,1336500.0,39078.0,1336500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-13051,-1052,1,1,Laborers,2.0,Industry: type 9,0.0,-2041.0,0.0,0.0,1.0,0.0
16126,118810,0,Cash loans,F,N,N,0,193500.0,1280794.5,40347.0,1147500.0,Working,Secondary / secondary special,Married,Municipal apartment,0.018801,-16307,-185,1,1,Unknown,2.0,Business Entity Type 3,0.0,-3690.0,0.0,2.0,0.0,1.0
41855,148464,0,Cash loans,F,N,Y,0,157500.0,675000.0,28728.0,675000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.030755,-18038,-268,1,1,High skill tech staff,1.0,Self-employed,0.0,-2630.0,0.0,0.0,0.0,0.0
43668,150554,0,Cash loans,F,Y,Y,1,157500.0,254700.0,20250.0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,0.025164,-10376,-179,1,1,Unknown,2.0,Business Entity Type 3,0.0,-2401.0,0.0,0.0,0.0,4.0
31440,136477,0,Cash loans,M,Y,Y,2,202500.0,701721.0,33889.5,567000.0,Working,Secondary / secondary special,Married,House / apartment,0.009657,-14349,-949,1,1,Security staff,4.0,Business Entity Type 3,0.0,-859.0,0.0,0.0,0.0,2.0
39516,145754,0,Cash loans,M,Y,N,0,225000.0,265500.0,21285.0,265500.0,Working,Secondary / secondary special,Married,House / apartment,0.004849,-22231,-1663,1,1,Drivers,2.0,Business Entity Type 3,0.0,-1883.0,0.0,0.0,0.0,4.0
9146,110633,0,Cash loans,F,Y,Y,0,135000.0,358443.0,13639.5,252000.0,Working,Secondary / secondary special,Married,Municipal apartment,0.020246,-20934,-803,1,1,Sales staff,2.0,Self-employed,0.0,-1511.0,0.0,0.0,0.0,5.0
3966,104638,0,Cash loans,F,N,N,0,216000.0,500211.0,25537.5,463500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.009175,-24705,365243,1,1,Unknown,1.0,XNA,0.0,-723.0,0.0,0.0,1.0,1.0
36775,142594,0,Cash loans,M,N,Y,0,90000.0,243000.0,25645.5,243000.0,Working,Secondary / secondary special,Single / not married,With parents,0.028663,-8671,-115,1,1,Laborers,1.0,Business Entity Type 3,0.0,-557.0,0.0,0.0,1.0,0.0
19207,122408,0,Cash loans,F,N,Y,0,144000.0,225000.0,10620.0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-16302,-490,1,1,Private service staff,2.0,Services,0.0,-1571.0,0.0,8.0,0.0,2.0
36879,142715,0,Cash loans,F,N,Y,0,202500.0,285723.0,21492.0,238500.0,Commercial associate,Higher education,Single / not married,House / apartment,0.072508,-10733,-558,1,1,Core staff,1.0,Other,0.0,-1291.0,0.0,0.0,0.0,3.0
25669,129850,0,Cash loans,M,Y,N,6,157500.0,900000.0,26316.0,900000.0,State servant,Secondary / secondary special,Married,House / apartment,0.004849,-15408,-1046,1,1,Unknown,8.0,Other,0.0,-2017.0,0.0,0.0,0.0,3.0
43743,150640,0,Cash loans,M,Y,Y,1,157500.0,1113840.0,47322.0,900000.0,Working,Secondary / secondary special,Married,House / apartment,0.04622,-21378,-1999,1,1,Drivers,3.0,Self-employed,0.0,-504.0,0.0,0.0,0.0,0.0
19047,122214,0,Revolving loans,F,N,Y,0,180000.0,225000.0,11250.0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.010032,-22642,365243,1,1,Unknown,2.0,XNA,0.0,0.0,0.0,0.0,0.0,2.0
33197,138462,0,Revolving loans,M,Y,Y,1,157500.0,270000.0,13500.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0.010643,-10507,-1141,1,1,Managers,3.0,Other,0.0,-883.0,0.0,0.0,0.0,1.0
25922,130141,0,Cash loans,M,N,N,0,270000.0,450000.0,48465.0,450000.0,Working,Higher education,Married,House / apartment,0.022625,-15158,-1189,1,1,Managers,2.0,Business Entity Type 3,0.0,-554.0,0.0,0.0,0.0,2.0
34699,140209,0,Cash loans,F,N,Y,0,99000.0,328405.5,16897.5,283500.0,Working,Secondary / secondary special,Married,House / apartment,0.010966,-19979,-5518,1,1,Laborers,2.0,Trade: type 7,0.0,-2715.0,0.0,0.0,0.0,6.0
1351,101587,0,Cash loans,M,N,Y,0,94500.0,91692.0,7371.0,81000.0,Pensioner,Higher education,Separated,House / apartment,0.01885,-23140,365243,1,1,Unknown,1.0,XNA,0.0,-1474.0,0.0,0.0,2.0,6.0
16291,118998,0,Cash loans,F,N,Y,0,202500.0,942300.0,27679.5,675000.0,Working,Lower secondary,Married,House / apartment,0.010032,-16136,-7984,1,1,Laborers,2.0,Business Entity Type 2,0.0,-1496.0,0.0,0.0,2.0,5.0
26503,130811,0,Cash loans,F,N,N,0,135000.0,755190.0,29677.5,675000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.02461,-14273,-1171,1,1,Sales staff,2.0,Self-employed,0.0,-1.0,0.0,2.0,0.0,0.0
14189,116542,0,Cash loans,M,N,N,1,180000.0,254700.0,17019.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.020713,-11073,-744,1,1,Laborers,3.0,Business Entity Type 3,0.0,-814.0,0.0,0.0,0.0,2.0
18448,121520,0,Cash loans,M,N,Y,0,112500.0,206280.0,7776.0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.008019,-20094,-577,1,1,Security staff,1.0,Security,1.0,-71.0,0.0,0.0,0.0,2.0
37380,143300,0,Cash loans,F,N,Y,0,180000.0,585000.0,46350.0,585000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0.009334,-19181,-271,1,1,Cleaning staff,1.0,Other,0.0,-331.0,0.0,0.0,0.0,1.0
28091,132652,0,Cash loans,M,N,Y,1,135000.0,381528.0,21901.5,315000.0,Working,Secondary / secondary special,Married,House / apartment,0.00963,-13162,-1778,1,1,Laborers,3.0,Business Entity Type 3,0.0,-1474.0,0.0,0.0,0.0,1.0
22977,126736,0,Cash loans,F,N,Y,1,157500.0,651816.0,20596.5,495000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-12575,-286,1,1,Core staff,3.0,Trade: type 3,0.0,-1998.0,0.0,2.0,0.0,0.0
30952,135927,0,Cash loans,M,Y,Y,0,157500.0,558841.5,22293.0,499500.0,Working,Secondary / secondary special,Married,Office apartment,0.018634,-14680,-473,1,1,Drivers,2.0,Medicine,0.0,-1836.0,0.0,0.0,2.0,3.0
36837,142662,0,Cash loans,F,N,Y,0,225000.0,787131.0,26145.0,679500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.009175,-17220,-3173,1,1,Sales staff,1.0,Self-employed,0.0,-415.0,0.0,0.0,0.0,1.0
45940,153229,0,Cash loans,F,N,Y,2,90000.0,225000.0,19440.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.035792,-12636,-357,1,1,Laborers,4.0,Self-employed,0.0,-275.0,0.0,0.0,0.0,1.0
43842,150767,0,Cash loans,F,N,Y,0,112500.0,269550.0,19858.5,225000.0,Working,Secondary / secondary special,Widow,With parents,0.006305,-15603,-2935,1,1,Core staff,1.0,Medicine,3.0,0.0,0.0,0.0,0.0,0.0
8258,109626,0,Cash loans,F,N,Y,0,121500.0,819432.0,24088.5,684000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.035792,-16057,-1605,1,1,Cleaning staff,2.0,Police,0.0,-1124.0,0.0,0.0,0.0,3.0
27527,131997,0,Cash loans,F,N,N,0,90000.0,450000.0,21109.5,450000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018634,-12904,-129,1,1,Unknown,2.0,Industry: type 11,0.0,-1590.0,0.0,0.0,0.0,0.0
6611,107714,0,Cash loans,M,Y,Y,0,121500.0,284400.0,18513.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0.018801,-17002,-2462,1,1,Drivers,2.0,Self-employed,1.0,-2319.0,0.0,0.0,0.0,1.0
4667,105458,0,Cash loans,F,N,N,0,202500.0,760225.5,32337.0,679500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-21055,365243,1,1,Unknown,2.0,XNA,0.0,0.0,0.0,0.0,0.0,0.0
40471,146879,0,Cash loans,F,N,Y,0,166500.0,942300.0,30528.0,675000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.011703,-15361,-912,1,1,Core staff,2.0,Kindergarten,0.0,-1127.0,0.0,1.0,1.0,3.0
47225,154687,0,Revolving loans,F,N,Y,0,171000.0,180000.0,9000.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0.00733,-9561,-831,1,1,Sales staff,2.0,Self-employed,0.0,-637.0,0.0,0.0,0.0,0.0
32603,137789,0,Cash loans,M,Y,N,2,202500.0,450000.0,21888.0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-12856,-2334,1,1,Laborers,4.0,Business Entity Type 3,0.0,-1659.0,0.0,0.0,0.0,2.0
4479,105237,0,Cash loans,F,N,Y,2,90000.0,162000.0,11866.5,162000.0,Working,Secondary / secondary special,Married,House / apartment,0.026392,-10404,-2073,1,1,Unknown,4.0,Business Entity Type 3,0.0,-249.0,0.0,0.0,0.0,2.0
27341,131776,0,Cash loans,F,N,Y,0,135000.0,1125000.0,29808.0,1125000.0,Working,Higher education,Married,House / apartment,0.026392,-12286,-852,1,1,HR staff,2.0,Industry: type 5,2.0,0.0,0.0,0.0,0.0,0.0
18514,121595,1,Cash loans,F,N,Y,0,103500.0,247500.0,27990.0,247500.0,Working,Incomplete higher,Civil marriage,House / apartment,0.018029,-8484,-1543,1,1,Sales staff,2.0,Self-employed,1.0,-26.0,0.0,0.0,0.0,1.0
9787,111392,0,Cash loans,F,N,Y,0,135000.0,207396.0,10107.0,157500.0,Pensioner,Higher education,Widow,House / apartment,0.005084,-20957,365243,1,1,Unknown,1.0,XNA,0.0,-67.0,0.0,0.0,2.0,3.0
8645,110063,0,Cash loans,M,N,Y,0,135000.0,345510.0,18873.0,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-14926,-183,1,1,Laborers,1.0,Industry: type 7,0.0,0.0,0.0,0.0,0.0,0.0
22055,125684,0,Cash loans,F,N,Y,0,270000.0,555273.0,16236.0,463500.0,Commercial associate,Higher education,Single / not married,House / apartment,0.025164,-20755,-7188,1,1,Core staff,1.0,Medicine,0.0,-956.0,0.0,0.0,0.0,0.0
12921,115062,0,Cash loans,F,Y,N,0,247500.0,472500.0,31576.5,472500.0,Commercial associate,Higher education,Widow,House / apartment,0.04622,-11540,-1874,1,1,Core staff,1.0,Realtor,0.0,-997.0,0.0,0.0,0.0,6.0
19644,122909,0,Cash loans,M,Y,N,0,112500.0,450000.0,13774.5,450000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-20542,365243,1,1,Unknown,2.0,XNA,0.0,-1.0,0.0,0.0,0.0,0.0
757,100870,0,Cash loans,F,N,Y,0,90000.0,203760.0,11506.5,180000.0,State servant,Secondary / secondary special,Married,House / apartment,0.01885,-18840,-9569,1,1,Core staff,2.0,Postal,2.0,-1906.0,0.0,0.0,0.0,0.0
24887,128944,0,Cash loans,F,N,Y,0,108000.0,808650.0,23773.5,675000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020246,-22194,365243,1,1,Unknown,1.0,XNA,0.0,-704.0,0.0,0.0,1.0,1.0
6650,107760,0,Cash loans,M,N,Y,0,211500.0,500211.0,50616.0,463500.0,Working,Higher education,Married,House / apartment,0.014464,-12358,-4888,1,1,Laborers,2.0,Other,0.0,-2318.0,0.0,0.0,0.0,4.0
6550,107639,0,Cash loans,F,N,Y,2,180000.0,1056447.0,31018.5,922500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018029,-21199,365243,1,1,Unknown,3.0,XNA,0.0,-1558.0,0.0,0.0,0.0,0.0
27148,131555,0,Cash loans,F,N,Y,1,54000.0,284400.0,14854.5,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0.00702,-12446,-3246,1,1,Core staff,3.0,School,0.0,-915.0,0.0,0.0,0.0,2.0
44300,151320,0,Cash loans,F,N,Y,0,121500.0,555273.0,16366.5,463500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.025164,-21461,365243,1,1,Unknown,1.0,XNA,1.0,-2722.0,0.0,0.0,0.0,2.0
